"correct_identification","recording_id","recording_name","common_name","species_num_in_recording","confidence_higher_than","max_conf","n_species_target","start_times","annotated_species_list","first_detection_with_1st_threshold_confidence","first_detection_with_2nd_threshold_confidence","first_detection_with_3rd_threshold_confidence","first_detection_with_4th_threshold_confidence","first_detection_with_5th_threshold_confidence"
"?",4,"Aurignac/108/S4A10954_20210505_150000.wav","Long-tailed Tit",9,0.95,"0.9957",6,"11S, 12S, 32S, 38S, 39S, 46S, 58S, 1M 45S, 2M 15S, 2M 31S, 2M 32S, 2M 33S, 2M 34S, 2M 35S, 2M 36S, 2M 37S, 2M 39S, 2M 40S, 2M 58S, 10M 57S, 10M 58S, 15M 27S, 16M 43S, 16M 44S, 16M 49S, 16M 56S, 16M 57S, 17M 52S, 17M 53S, 17M 54S, 17M 56S, 18M 23S, 18M 24S, 18M 25S, 18M 27S, 18M 28S, 18M 29S, 18M 30S, 18M 31S, 18M 32S, 18M 33S, 18M 34S, 18M 36S, 18M 37S, 19M 17S, 19M 38S, 20M 9S, 23M 34S, 23M 47S, 23M 48S, 23M 54S, 25M 18S, 25M 19S, 25M 20S, 26M 18S, 27M 50S, 27M 51S","Tur mer, Lus meg, Aeg cau, Str dec, Syl atr, Syl com",11,12,12,152,NA
"?",4,"Aurignac/108/S4A10954_20210505_160000.wav","Cirl Bunting",1,0.8,"0.8118",6,"20M 54S, 20M 55S, 20M 58S, 21M 37S, 22M 7S, 22M 8S, 22M 9S","Tur mer, Lus meg, Aeg cau, Str dec, Syl atr, Syl com",1254,1255,NA,NA,NA
"?",4,"Aurignac/108/S4A10954_20210505_160000.wav","Common Cuckoo",2,0.85,"0.8559",6,"15M 5S, 19M 30S, 19M 31S, 19M 49S","Tur mer, Lus meg, Aeg cau, Str dec, Syl atr, Syl com",905,905,1170,NA,NA
"?",4,"Aurignac/108/S4A10954_20210505_160000.wav","Common Nightingale",3,0.95,"0.9892",6,"0S, 1S, 6S, 7S, 9S, 11S, 12S, 13S, 15S, 16S, 17S, 18S, 33S, 38S, 39S, 42S, 43S, 55S, 57S, 58S, 59S, 1M 1S, 1M 2S, 1M 3S, 1M 9S, 1M 10S, 1M 22S, 1M 41S, 1M 43S, 1M 53S, 1M 56S, 1M 58S, 1M 59S, 2M 2S, 2M 11S, 2M 12S, 2M 44S, 2M 45S, 2M 46S, 3M 10S, 3M 12S, 3M 20S, 3M 21S, 3M 22S, 3M 24S, 3M 26S, 3M 27S, 3M 30S, 3M 31S, 3M 39S, 23M 39S","Tur mer, Lus meg, Aeg cau, Str dec, Syl atr, Syl com",0,0,0,0,NA
"?",4,"Aurignac/108/S4A10954_20210505_160000.wav","Greater Whitethroat",8,0.95,"0.9702",6,"7M 10S, 7M 11S, 7M 12S, 7M 13S, 7M 14S, 7M 15S, 7M 16S","Tur mer, Lus meg, Aeg cau, Str dec, Syl atr, Syl com",430,430,431,434,NA
"?",4,"Aurignac/108/S4A10954_20210505_160000.wav","Long-tailed Tit",9,0.95,"0.9957",6,"7M 49S, 7M 53S, 7M 54S, 7M 55S, 7M 56S, 7M 57S, 7M 58S, 7M 59S, 8M 0S, 8M 1S, 8M 2S, 8M 3S, 8M 4S, 8M 5S, 8M 7S, 8M 8S, 8M 9S, 8M 11S, 8M 12S, 8M 13S, 8M 16S, 8M 19S, 8M 20S, 8M 29S, 8M 31S, 8M 34S, 8M 35S, 8M 36S, 8M 37S, 8M 38S, 8M 39S, 8M 40S, 8M 41S, 8M 43S, 8M 44S, 8M 46S, 8M 47S, 8M 48S, 8M 49S, 8M 50S, 8M 51S, 8M 52S, 8M 53S, 8M 54S, 8M 55S, 8M 57S, 8M 58S, 8M 59S, 9M 1S, 9M 2S, 9M 3S, 9M 4S, 9M 5S, 9M 6S, 9M 7S, 9M 8S, 9M 9S, 9M 10S, 9M 11S, 9M 12S, 9M 13S, 9M 14S, 9M 15S, 9M 16S, 9M 17S, 9M 18S, 9M 19S, 9M 20S, 9M 21S, 9M 22S, 9M 23S, 9M 25S, 9M 26S, 9M 27S, 9M 28S, 9M 29S, 9M 30S, 9M 31S, 9M 32S, 9M 33S, 9M 34S, 9M 35S, 10M 6S, 10M 16S, 10M 47S, 10M 48S, 10M 50S, 10M 51S, 10M 52S, 11M 5S, 11M 6S, 11M 22S, 11M 23S, 11M 24S, 11M 25S, 11M 29S, 11M 30S, 11M 31S, 11M 32S, 11M 33S, 11M 37S, 11M 38S, 11M 39S, 11M 40S, 11M 42S, 11M 43S, 11M 44S, 11M 45S, 11M 46S, 11M 47S, 11M 50S, 11M 51S, 11M 52S, 12M 56S, 12M 57S, 12M 58S, 13M 0S, 13M 3S, 13M 5S, 18M 19S, 19M 54S, 19M 55S, 19M 59S, 20M 1S, 20M 2S, 20M 3S, 22M 38S","Tur mer, Lus meg, Aeg cau, Str dec, Syl atr, Syl com",469,469,473,476,476
"?",5,"Aurignac/108/S4A10954_20210506_000000.wav","Common Nightingale",2,0.95,"0.9537",2,"1M 9S, 3M 3S, 3M 22S, 3M 23S, 3M 28S, 3M 33S, 4M 8S, 4M 51S, 6M 4S, 7M 10S, 7M 21S, 8M 52S, 8M 58S, 14M 3S, 16M 41S, 17M 24S, 17M 35S, 18M 51S, 23M 21S, 23M 23S, 25M 20S, 25M 43S, 26M 12S, 26M 13S, 26M 17S, 26M 35S, 27M 2S, 27M 3S, 28M 7S, 29M 19S, 29M 20S, 29M 21S","Lus meg, Otu sco",69,183,203,203,1577
"?",5,"Aurignac/108/S4A10954_20210506_010000.wav","Common Cuckoo",1,0.75,"0.7927",2,"26M 44S","Lus meg, Otu sco",1604,NA,NA,NA,NA
"?",5,"Aurignac/108/S4A10954_20210506_010000.wav","Common Nightingale",2,0.95,"0.9537",2,"53S, 1M 7S, 1M 22S, 5M 17S, 8M 49S, 8M 58S, 9M 15S, 9M 22S, 10M 36S, 12M 43S, 15M 27S, 15M 33S, 16M 3S, 16M 50S, 17M 48S, 17M 50S, 18M 33S, 18M 56S, 20M 3S, 22M 37S, 22M 39S, 22M 57S, 23M 3S, 23M 10S, 23M 19S, 25M 31S, 25M 32S, 25M 33S","Lus meg, Otu sco",53,53,927,1010,NA
"?",5,"Aurignac/108/S4A10954_20210506_010000.wav","Common Quail",3,0.75,"0.7751",2,"10M 10S","Lus meg, Otu sco",610,NA,NA,NA,NA
"?",5,"Aurignac/108/S4A10954_20210506_010000.wav","Eurasian Moorhen",5,0.9,"0.9048",2,"19S, 20S","Lus meg, Otu sco",19,20,20,20,NA
"?",5,"Aurignac/108/S4A10954_20210506_020000.wav","Common Nightingale",2,0.95,"0.9537",2,"51S, 1M 14S, 1M 28S, 2M 48S, 4M 30S, 4M 31S, 4M 32S, 4M 45S, 5M 8S, 5M 47S, 6M 1S, 6M 2S, 7M 24S, 7M 32S, 7M 33S, 8M 23S, 8M 28S, 8M 43S, 8M 58S, 9M 27S, 10M 2S, 10M 6S, 11M 11S, 14M 38S, 14M 40S, 15M 42S, 16M 17S, 16M 54S, 18M 54S, 19M 11S, 19M 25S, 20M 18S, 20M 43S, 20M 44S, 20M 45S, 20M 46S, 20M 47S, 20M 48S, 20M 52S, 21M 20S, 21M 21S, 21M 31S, 21M 39S, 22M 1S, 22M 9S, 22M 57S, 23M 38S, 23M 59S, 25M 25S, 26M 46S, 27M 20S, 27M 41S","Lus meg, Otu sco",51,51,270,508,1252
"?",5,"Aurignac/108/S4A10954_20210506_020000.wav","Eurasian Green Woodpecker",4,0.8,"0.8137",2,"6M 22S","Lus meg, Otu sco",382,382,NA,NA,NA
"?",5,"Aurignac/108/S4A10954_20210506_030000.wav","Common Nightingale",2,0.95,"0.9537",2,"2M 9S, 2M 56S, 3M 20S, 5M 9S, 5M 15S, 6M 6S, 8M 27S, 8M 30S, 9M 42S, 9M 49S, 11M 26S, 12M 19S, 12M 27S, 13M 9S, 14M 31S, 15M 59S, 21M 39S, 25M 15S, 25M 28S, 28M 17S, 28M 27S, 29M 16S, 29M 18S, 29M 37S, 29M 38S, 29M 50S","Lus meg, Otu sco",129,129,129,789,789
"?",6,"Aurignac/108/S4A10954_20210506_070000.wav","Cirl Bunting",2,0.9,"0.9125",9,"18M 35S, 18M 56S, 19M 19S, 19M 20S, 19M 24S, 19M 25S, 19M 33S, 19M 34S","Lus meg, Jyn tor, Cor one, Ori ori, Par maj, Col pal, Syl com, Aeg cau, Emb cal",1115,1159,1159,1160,NA
"?",6,"Aurignac/108/S4A10954_20210506_070000.wav","Common Nightingale",4,0.95,"0.9669",9,"4M 41S, 7M 43S, 7M 44S, 7M 48S, 7M 49S, 7M 50S, 7M 51S, 7M 54S, 7M 55S, 7M 56S, 7M 57S, 8M 0S, 8M 1S, 8M 2S, 8M 3S, 8M 11S, 8M 15S, 8M 25S, 8M 42S, 8M 43S, 8M 48S, 8M 49S, 8M 50S, 8M 55S, 8M 56S, 8M 57S, 9M 6S, 9M 13S, 9M 14S, 9M 15S, 9M 16S, 9M 43S, 9M 44S, 9M 45S, 10M 21S, 10M 29S, 10M 53S, 16M 29S, 18M 8S, 20M 35S, 20M 38S, 20M 44S, 20M 45S, 20M 46S, 20M 58S, 20M 59S, 21M 0S, 21M 9S, 21M 10S, 21M 15S, 21M 16S, 21M 17S, 21M 21S, 21M 22S, 21M 37S, 21M 59S, 22M 0S, 22M 1S, 22M 2S, 27M 43S, 27M 48S, 27M 49S, 27M 50S, 28M 59S","Lus meg, Jyn tor, Cor one, Ori ori, Par maj, Col pal, Syl com, Aeg cau, Emb cal",281,463,464,468,469
"?",6,"Aurignac/108/S4A10954_20210506_070000.wav","Eurasian Golden Oriole",8,0.85,"0.8715",9,"5M 28S, 13M 46S, 13M 47S, 13M 57S, 13M 58S, 14M 52S","Lus meg, Jyn tor, Cor one, Ori ori, Par maj, Col pal, Syl com, Aeg cau, Emb cal",328,826,827,NA,NA
"?",6,"Aurignac/108/S4A10954_20210506_070000.wav","Greater Whitethroat",9,0.95,"0.9779",9,"28M 14S","Lus meg, Jyn tor, Cor one, Ori ori, Par maj, Col pal, Syl com, Aeg cau, Emb cal",1694,NA,NA,NA,NA
"?",6,"Aurignac/108/S4A10954_20210506_070000.wav","Long-tailed Tit",10,0.95,"0.9952",9,"23M 51S, 23M 52S, 23M 56S, 23M 57S, 24M 0S, 24M 1S, 24M 2S, 24M 8S, 24M 9S, 24M 11S, 24M 13S, 24M 14S","Lus meg, Jyn tor, Cor one, Ori ori, Par maj, Col pal, Syl com, Aeg cau, Emb cal",1431,1431,1431,1432,NA
"?",6,"Aurignac/108/S4A10954_20210506_070000.wav","Short-toed Treecreeper",12,0.9,"0.9384",9,"12M 10S, 12M 11S, 25M 24S, 25M 50S, 25M 51S, 26M 21S, 26M 22S, 26M 29S, 26M 37S, 26M 42S, 26M 43S, 26M 44S, 26M 52S, 26M 53S, 27M 20S, 27M 21S, 27M 22S, 27M 23S, 27M 35S, 27M 36S, 28M 35S","Lus meg, Jyn tor, Cor one, Ori ori, Par maj, Col pal, Syl com, Aeg cau, Emb cal",730,731,731,1524,NA
"?",6,"Aurignac/108/S4A10954_20210506_080000.wav","Common Nightingale",4,0.95,"0.9669",9,"9M 10S, 9M 11S, 9M 12S, 9M 20S, 9M 22S, 9M 24S, 9M 28S, 9M 29S, 9M 30S, 9M 35S, 9M 36S, 9M 41S, 9M 44S, 9M 46S, 9M 51S, 9M 52S, 9M 55S, 9M 56S, 9M 57S, 10M 0S, 10M 1S, 10M 2S, 10M 6S, 10M 7S, 10M 8S, 10M 10S, 10M 11S, 10M 12S, 10M 13S, 10M 17S, 10M 18S, 10M 19S, 10M 20S, 10M 22S, 10M 24S, 10M 25S, 10M 26S, 10M 27S, 10M 29S, 10M 40S, 10M 44S, 10M 48S, 10M 50S, 10M 51S, 10M 54S, 11M 3S, 11M 4S, 11M 5S, 11M 6S, 11M 7S, 11M 9S, 11M 10S, 11M 11S, 11M 12S, 11M 13S, 11M 17S, 11M 20S, 11M 21S, 11M 27S, 11M 34S, 11M 35S, 11M 36S, 11M 37S, 11M 45S, 11M 46S, 11M 47S, 11M 48S, 11M 56S, 11M 59S, 12M 13S, 12M 57S, 13M 14S, 13M 15S, 13M 16S, 13M 25S, 13M 30S, 13M 31S, 13M 32S, 13M 33S, 24M 59S, 25M 0S, 25M 15S, 25M 24S, 25M 26S, 25M 37S, 25M 38S, 25M 39S, 25M 40S, 26M 15S","Lus meg, Jyn tor, Cor one, Ori ori, Par maj, Col pal, Syl com, Aeg cau, Emb cal",550,550,552,568,663
"?",6,"Aurignac/108/S4A10954_20210506_080000.wav","Greater Whitethroat",9,0.95,"0.9779",9,"10M 30S, 10M 31S, 10M 39S, 20M 37S","Lus meg, Jyn tor, Cor one, Ori ori, Par maj, Col pal, Syl com, Aeg cau, Emb cal",630,630,639,NA,NA
"?",6,"Aurignac/108/S4A10954_20210506_080000.wav","Long-tailed Tit",10,0.95,"0.9952",9,"2M 40S, 2M 41S, 2M 42S, 2M 43S, 2M 46S, 2M 47S, 2M 48S, 2M 53S, 2M 55S, 2M 57S, 2M 58S, 2M 59S, 3M 0S, 3M 1S, 3M 2S, 3M 3S, 3M 4S, 3M 5S, 3M 6S, 3M 7S, 3M 8S, 3M 9S, 3M 10S, 3M 11S, 3M 12S, 3M 13S, 3M 14S, 3M 15S, 3M 16S, 3M 17S, 3M 20S, 3M 30S, 3M 34S, 3M 35S, 3M 36S, 3M 39S, 3M 40S, 3M 41S, 3M 42S, 3M 43S, 3M 52S, 3M 53S, 3M 56S, 3M 57S, 3M 58S, 3M 59S, 4M 0S, 4M 1S, 4M 2S, 4M 3S, 4M 4S, 4M 5S, 4M 6S, 4M 7S, 4M 8S, 4M 9S, 4M 10S, 4M 11S, 4M 12S, 4M 13S, 4M 14S, 4M 15S, 4M 16S, 4M 17S, 4M 18S, 4M 19S, 4M 20S, 4M 21S, 4M 22S, 4M 23S, 4M 24S, 4M 25S, 4M 26S, 4M 27S, 4M 28S, 4M 29S, 4M 30S, 4M 31S, 4M 32S, 4M 33S, 4M 34S, 4M 35S, 4M 36S, 4M 37S, 4M 38S, 4M 39S, 4M 40S, 4M 41S, 4M 42S, 4M 43S, 4M 44S, 4M 46S, 4M 47S, 4M 48S, 4M 49S, 4M 50S, 4M 51S, 4M 52S, 4M 53S, 4M 54S, 4M 55S, 4M 56S, 4M 57S, 4M 58S, 4M 59S, 5M 0S, 5M 1S, 5M 2S, 5M 3S, 5M 4S, 5M 5S, 5M 6S, 5M 7S, 5M 8S, 5M 17S, 5M 18S, 5M 19S, 5M 20S, 5M 21S, 5M 22S, 5M 24S, 5M 25S, 5M 26S, 5M 34S, 5M 52S, 5M 57S, 6M 48S, 6M 49S, 6M 50S, 6M 51S, 6M 52S, 6M 54S, 7M 47S, 7M 56S, 7M 57S, 8M 3S, 8M 5S, 8M 33S, 8M 34S, 8M 39S, 8M 46S, 8M 50S, 8M 51S, 8M 52S, 8M 53S, 8M 56S, 8M 57S, 8M 58S, 9M 3S, 9M 4S, 9M 5S, 10M 44S, 16M 33S, 16M 34S","Lus meg, Jyn tor, Cor one, Ori ori, Par maj, Col pal, Syl com, Aeg cau, Emb cal",160,160,160,168,181
"?",6,"Aurignac/108/S4A10954_20210506_090000.wav","Common Cuckoo",3,0.75,"0.7715",9,"29M 51S","Lus meg, Jyn tor, Cor one, Ori ori, Par maj, Col pal, Syl com, Aeg cau, Emb cal",1791,NA,NA,NA,NA
"?",6,"Aurignac/108/S4A10954_20210506_090000.wav","Common Nightingale",4,0.95,"0.9669",9,"4M 42S, 5M 2S, 5M 51S, 8M 48S, 8M 49S, 9M 5S, 9M 6S, 9M 7S, 9M 14S, 9M 15S, 9M 16S, 9M 25S, 9M 27S, 9M 28S, 9M 29S, 9M 44S, 9M 50S, 10M 1S, 10M 2S, 10M 3S, 10M 6S, 10M 28S, 10M 54S, 12M 49S, 12M 57S, 12M 58S, 12M 59S, 13M 0S, 14M 52S, 14M 53S, 14M 55S, 15M 16S, 15M 41S, 16M 2S, 16M 3S, 16M 4S, 16M 16S, 16M 18S, 16M 25S, 16M 33S, 16M 41S, 16M 42S, 17M 50S, 17M 51S, 17M 53S, 17M 57S, 17M 59S, 18M 0S, 18M 6S, 18M 8S, 18M 12S, 18M 37S, 18M 38S, 18M 39S, 19M 2S, 19M 4S, 19M 15S, 19M 31S, 19M 57S, 20M 0S, 20M 1S, 20M 36S, 23M 1S, 23M 19S, 27M 1S, 27M 3S","Lus meg, Jyn tor, Cor one, Ori ori, Par maj, Col pal, Syl com, Aeg cau, Emb cal",282,282,282,282,547
"?",6,"Aurignac/108/S4A10954_20210506_090000.wav","Dunnock",5,0.9,"0.9067",9,"8S, 15S, 29S, 1M 19S, 2M 20S, 2M 28S, 2M 29S, 2M 38S, 2M 44S, 2M 45S, 2M 50S, 2M 51S, 3M 1S, 3M 3S, 3M 11S, 3M 12S, 3M 18S, 3M 19S","Lus meg, Jyn tor, Cor one, Ori ori, Par maj, Col pal, Syl com, Aeg cau, Emb cal",8,8,15,165,NA
"?",6,"Aurignac/108/S4A10954_20210506_090000.wav","Eurasian Blackbird",6,0.9,"0.9204",9,"11S, 13S, 22S, 23S, 24S","Lus meg, Jyn tor, Cor one, Ori ori, Par maj, Col pal, Syl com, Aeg cau, Emb cal",11,11,11,23,NA
"?",6,"Aurignac/108/S4A10954_20210506_090000.wav","Eurasian Blackcap",7,0.85,"0.8700",9,"2M 5S, 2M 6S, 2M 7S, 2M 11S, 2M 12S, 2M 13S, 7M 17S","Lus meg, Jyn tor, Cor one, Ori ori, Par maj, Col pal, Syl com, Aeg cau, Emb cal",125,126,126,NA,NA
"?",6,"Aurignac/108/S4A10954_20210506_090000.wav","Eurasian Golden Oriole",8,0.85,"0.8715",9,"7M 28S, 7M 29S","Lus meg, Jyn tor, Cor one, Ori ori, Par maj, Col pal, Syl com, Aeg cau, Emb cal",448,448,NA,NA,NA
"?",6,"Aurignac/108/S4A10954_20210506_090000.wav","Greater Whitethroat",9,0.95,"0.9779",9,"1M 55S, 1M 56S, 13M 17S","Lus meg, Jyn tor, Cor one, Ori ori, Par maj, Col pal, Syl com, Aeg cau, Emb cal",115,115,115,115,115
"?",6,"Aurignac/108/S4A10954_20210506_090000.wav","Long-tailed Tit",10,0.95,"0.9952",9,"25M 36S","Lus meg, Jyn tor, Cor one, Ori ori, Par maj, Col pal, Syl com, Aeg cau, Emb cal",1536,NA,NA,NA,NA
"?",6,"Aurignac/108/S4A10954_20210506_100000.wav","Black Kite",1,0.8,"0.8485",9,"18M 13S","Lus meg, Jyn tor, Cor one, Ori ori, Par maj, Col pal, Syl com, Aeg cau, Emb cal",1093,1093,NA,NA,NA
"?",6,"Aurignac/108/S4A10954_20210506_100000.wav","Common Nightingale",4,0.95,"0.9669",9,"3M 9S, 3M 11S, 3M 20S, 3M 21S, 3M 23S, 4M 1S, 9M 42S","Lus meg, Jyn tor, Cor one, Ori ori, Par maj, Col pal, Syl com, Aeg cau, Emb cal",189,189,189,NA,NA
"?",6,"Aurignac/108/S4A10954_20210506_100000.wav","Red Kite",11,0.75,"0.7820",9,"14M 33S","Lus meg, Jyn tor, Cor one, Ori ori, Par maj, Col pal, Syl com, Aeg cau, Emb cal",873,NA,NA,NA,NA
"?",6,"Aurignac/108/S4A10954_20210506_100000.wav","Short-toed Treecreeper",12,0.9,"0.9384",9,"1M 2S","Lus meg, Jyn tor, Cor one, Ori ori, Par maj, Col pal, Syl com, Aeg cau, Emb cal",62,62,62,NA,NA
"?",7,"Aurignac/109/S4A10922_20200528_020000.wav","Wood Lark",1,0.85,"0.8650",1,"15M 22S","Lus meg",922,922,922,NA,NA
"?",8,"Aurignac/109/S4A10922_20200528_070000.wav","Black Woodpecker",1,0.75,"0.7559",10,"7M 33S","Hip pol, Emb cir, Ori ori, Eri rub, Tur mer, Col pal, Str tur, Syl atr, Emb cit, Den maj",453,NA,NA,NA,NA
"?",8,"Aurignac/109/S4A10922_20200528_070000.wav","Cirl Bunting",3,0.95,"0.9750",10,"18M 41S","Hip pol, Emb cir, Ori ori, Eri rub, Tur mer, Col pal, Str tur, Syl atr, Emb cit, Den maj",1121,NA,NA,NA,NA
"?",8,"Aurignac/109/S4A10922_20200528_070000.wav","Common Wood-Pigeon",5,0.85,"0.8908",10,"18M 1S, 18M 2S, 22M 5S, 22M 6S","Hip pol, Emb cir, Ori ori, Eri rub, Tur mer, Col pal, Str tur, Syl atr, Emb cit, Den maj",1081,1082,1082,NA,NA
"?",8,"Aurignac/109/S4A10922_20200528_070000.wav","Eurasian Golden Oriole",6,0.85,"0.8954",10,"10M 29S","Hip pol, Emb cir, Ori ori, Eri rub, Tur mer, Col pal, Str tur, Syl atr, Emb cit, Den maj",629,NA,NA,NA,NA
"?",8,"Aurignac/109/S4A10922_20200528_070000.wav","Great Tit",9,0.8,"0.8204",10,"3M 52S, 3M 53S, 16M 1S","Hip pol, Emb cir, Ori ori, Eri rub, Tur mer, Col pal, Str tur, Syl atr, Emb cit, Den maj",232,232,NA,NA,NA
"?",8,"Aurignac/109/S4A10922_20200528_070000.wav","Melodious Warbler",12,0.95,"0.9897",10,"6S, 7S, 8S, 15S, 43S, 45S, 1M 48S, 1M 49S, 1M 51S, 1M 58S, 2M 8S, 2M 33S, 3M 40S, 4M 3S, 4M 6S, 4M 7S, 4M 26S, 4M 27S, 4M 33S, 4M 35S, 4M 36S, 4M 45S, 4M 46S, 4M 47S, 15M 54S, 16M 35S, 17M 8S, 17M 9S, 17M 10S, 20M 14S, 20M 16S, 20M 42S, 20M 44S, 20M 58S, 20M 59S, 22M 51S, 23M 8S, 23M 9S, 23M 39S, 25M 34S, 25M 49S, 29M 15S, 29M 34S","Hip pol, Emb cir, Ori ori, Eri rub, Tur mer, Col pal, Str tur, Syl atr, Emb cit, Den maj",6,6,109,109,1029
"?",8,"Aurignac/109/S4A10922_20200528_070000.wav","Western Bonelli's Warbler",14,0.95,"0.9845",10,"12M 43S, 12M 44S, 12M 49S, 12M 50S, 12M 58S, 13M 0S, 13M 1S, 13M 3S, 13M 8S, 13M 14S, 13M 31S, 20M 36S, 21M 46S","Hip pol, Emb cir, Ori ori, Eri rub, Tur mer, Col pal, Str tur, Syl atr, Emb cit, Den maj",763,763,763,769,NA
"?",8,"Aurignac/109/S4A10922_20200528_080000.wav","Carrion Crow",2,0.85,"0.8644",10,"16M 11S, 18M 38S, 18M 39S, 18M 40S, 26M 45S","Hip pol, Emb cir, Ori ori, Eri rub, Tur mer, Col pal, Str tur, Syl atr, Emb cit, Den maj",971,1119,1120,NA,NA
"?",8,"Aurignac/109/S4A10922_20200528_080000.wav","Cirl Bunting",3,0.95,"0.9750",10,"10S, 6M 23S, 6M 56S, 8M 55S, 8M 57S, 9M 23S, 9M 24S, 9M 25S, 9M 53S, 9M 54S, 10M 16S, 10M 17S, 10M 22S, 12M 54S, 13M 4S, 13M 15S, 13M 16S, 14M 13S, 14M 32S, 14M 33S, 14M 35S, 14M 37S, 14M 47S, 14M 51S, 14M 53S, 14M 54S, 14M 55S, 14M 56S, 14M 57S, 14M 58S, 15M 0S, 15M 1S, 15M 2S, 15M 3S, 15M 4S, 15M 5S, 15M 14S, 15M 15S, 15M 16S, 15M 17S, 15M 33S, 15M 36S, 15M 59S, 16M 0S, 16M 1S, 16M 2S, 16M 5S, 16M 7S, 16M 8S, 16M 9S, 16M 10S, 16M 14S, 16M 16S, 16M 17S, 16M 18S, 16M 19S, 16M 20S, 16M 21S, 16M 22S, 16M 23S, 16M 24S, 16M 48S, 16M 51S, 16M 53S, 16M 54S, 18M 24S, 18M 25S, 18M 26S, 18M 27S, 18M 30S, 18M 36S, 19M 29S, 20M 52S, 20M 56S, 21M 1S, 25M 55S, 27M 21S, 27M 22S, 27M 23S, 28M 8S, 28M 30S, 29M 2S, 29M 16S, 29M 50S, 29M 51S","Hip pol, Emb cir, Ori ori, Eri rub, Tur mer, Col pal, Str tur, Syl atr, Emb cit, Den maj",10,10,563,872,872
"?",8,"Aurignac/109/S4A10922_20200528_080000.wav","Eurasian Golden Oriole",6,0.85,"0.8954",10,"2M 31S, 2M 43S, 2M 47S, 3M 2S, 3M 18S, 3M 36S, 4M 20S, 4M 26S, 4M 45S","Hip pol, Emb cir, Ori ori, Eri rub, Tur mer, Col pal, Str tur, Syl atr, Emb cit, Den maj",151,151,NA,NA,NA
"?",8,"Aurignac/109/S4A10922_20200528_080000.wav","European Turtle-Dove",8,0.9,"0.9094",10,"15M 53S, 16M 37S, 16M 39S, 16M 41S","Hip pol, Emb cir, Ori ori, Eri rub, Tur mer, Col pal, Str tur, Syl atr, Emb cit, Den maj",953,953,1001,1001,NA
"?",8,"Aurignac/109/S4A10922_20200528_080000.wav","Greater Whitethroat",10,0.95,"0.9590",10,"18M 22S, 18M 23S","Hip pol, Emb cir, Ori ori, Eri rub, Tur mer, Col pal, Str tur, Syl atr, Emb cit, Den maj",1102,1103,NA,NA,NA
